Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
27277141,Matchmakers: The New Economics of Multisided Platforms,David S. Evans,"Evans, David S.",Richard Schmalensee,"=""1633691721""","=""9781633691728""",0,3.87,Harvard Business Review Press,Hardcover,272,2016,,,2020/06/03,to-read,to-read (#462),to-read,,,,0,,,0,,,,,
25622861,Platform Revolution: How Networked Markets Are Transforming the Economy--and How to Make Them Work for You,Geoffrey G. Parker,"Parker, Geoffrey G.","Marshall W. Van Alstyne, Sangeet Paul Choudary","=""0393249131""","=""9780393249132""",0,4.02,W. W. Norton  Company,Hardcover,352,2016,2016,,2020/06/03,to-read,to-read (#461),to-read,,,,0,,,0,,,,,
7084546,Thoughtful Interaction Design: A Design Perspective on Information Technology,Jonas Löwgren,"Löwgren, Jonas",Erik Stolterman,"=""0262122715""","=""9780262122719""",0,3.83,MIT Press (MA),Hardcover,198,2004,2004,,2020/06/03,to-read,to-read (#460),to-read,,,,0,,,0,,,,,
3278309,Introduction to Information Retrieval,Christopher D. Manning,"Manning, Christopher D.","Hinrich Schütze, Prabhakar Raghavan","=""0521865719""","=""9780521865715""",0,4.20,Cambridge University Press,Hardcover,506,2008,2008,,2020/06/03,to-read,to-read (#459),to-read,,,,0,,,0,,,,,
6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Apostolos Doxiadis, Christos H. Papadimitriou, Χρίστος Χ. Παπαδημητρίου, Alecos Papadatos, Annie Di Donna, Αλέκος Παπαδάτος","=""1596914521""","=""9781596914520""",4,4.05,Bloomsbury (NYC),Paperback,352,2009,2009,,2020/06/03,,,read,,,,1,,,0,,,,,
43720703,The Devil’s Due (Sherlock Holmes Adventure #3),Bonnie MacBird,"MacBird, Bonnie",,"=""0008348103""","=""9780008348106""",0,4.13,HarperCollins,Hardcover,384,2019,2019,,2020/06/03,to-read,to-read (#458),to-read,,,,0,,,0,,,,,
317738,The Heritage of Apelles,E.H. Gombrich,"Gombrich, E.H.",,"=""0714820113""","=""9780714820118""",0,4.26,Phaidon Press,Paperback,250,1994,1976,,2020/06/03,to-read,to-read (#457),to-read,,,,0,,,0,,,,,
61507,Norm and Form: On the Renaissance 1,E.H. Gombrich,"Gombrich, E.H.",,"=""0714823805""","=""9780714823805""",0,3.79,Phaidon Press,Paperback,198,1994,1966,,2020/06/03,to-read,to-read (#456),to-read,,,,0,,,0,,,,,
61505,A Little History of the World,E.H. Gombrich,"Gombrich, E.H.","Caroline Mustill, Clifford Harper","=""0300108834""","=""9780300108835""",4,4.12,Yale University Press,Hardcover,284,2005,1936,,2020/06/03,,,read,,,,1,,,0,,,,,
25967752,Make it New: A History of Silicon Valley Design,Barry M. Katz,"Katz, Barry M.",,"=""0262029634""","=""9780262029636""",0,3.72,The MIT Press,Hardcover,280,2015,2015,,2020/06/03,to-read,to-read (#455),to-read,,,,0,,,0,,,,,
385346,New Light On Old Masters,E.H. Gombrich,"Gombrich, E.H.",,"=""0714829897""","=""9780714829890""",0,4.06,Phaidon Press,Paperback,191,1994,1986,,2020/06/03,to-read,to-read (#454),to-read,,,,0,,,0,,,,,
61512,"Gombrich on the Renaissance, Volume II: Symbolic Images",E.H. Gombrich,"Gombrich, E.H.",,"=""0714823813""","=""9780714823812""",0,3.96,Phaidon Press,Paperback,340,1994,1972,,2020/06/03,to-read,to-read (#453),to-read,,,,0,,,0,,,,,
44278860,How to Speak Machine: Computational Thinking for the Rest of Us,John Maeda,"Maeda, John",,"=""039956442X""","=""9780399564420""",2,3.66,Portfolio,Hardcover,240,2019,,,2020/06/03,,,read,,,,1,,,0,,,,,
17938918,Interface Design for Learning: Design Strategies for Learning Experiences,Dorian Peters,"Peters, Dorian",,"=""0321903048""","=""9780321903044""",2,3.98,New Riders Publishing,Paperback,272,2013,2013,,2020/06/03,,,read,,,,1,,,0,,,,,
812374,Secret Knowledge: Rediscovering the Lost Techniques of the Old Masters,David Hockney,"Hockney, David",,"=""0142005126""","=""9780142005125""",4,4.16,Avery,Paperback,336,2006,2001,,2020/06/03,,,read,,,,1,,,0,,,,,
43261127,Tiny Habits: The Small Changes That Change Everything,B.J.  Fogg,"Fogg, B.J.",,"=""0358003326""","=""9780358003328""",3,4.17,Mariner Books,Hardcover,320,2020,2019,,2020/06/03,,,read,,,,1,,,0,,,,,
51311788,"The Dayton Experiment: How a public school in rural Oregon reimagined education, unleashed its students’ creative potential, and became a model for the nation",Thompson Morrison,"Morrison, Thompson","Jami Fluke, Ward Cunningham","=""0578634392""","=""9780578634395""",3,3.00,Prime Pattern Press,Paperback,267,2020,,,2020/06/03,,,read,,,,1,,,0,,,,,
337338,The UNIX Programming Environment,Brian W. Kernighan,"Kernighan, Brian W.",Rob Pike,"=""013937681X""","=""9780139376818""",3,4.23,Pearson,Paperback,357,1983,1983,,2020/06/03,,,read,,,,1,,,0,,,,,
1032758,The Practice of Programming (Addison-Wesley Professional Computing Series),Brian W. Kernighan,"Kernighan, Brian W.",Rob Pike,"=""020161586X""","=""9780201615869""",3,4.11,Addison-Wesley,Paperback,288,1999,1999,,2020/06/03,,,read,,,,1,,,0,,,,,
46114262,"Until the End of Time: Mind, Matter, and Our Search for Meaning in an Evolving Universe",Brian Greene,"Greene, Brian",,"=""1524731676""","=""9781524731670""",0,3.98,Knopf Publishing Group,Hardcover,428,2020,2020,,2020/06/03,to-read,to-read (#452),to-read,,,,0,,,0,,,,,
19841100,Don't Go Back to School: A Handbook for Learning Anything,Kio Stark,"Stark, Kio",,"=""0988949008""","=""9780988949003""",2,3.66,Kio Stark,Paperback,214,2013,2013,,2020/06/03,,,read,,,,1,,,0,,,,,
49960370,The Story of More: How We Got to Climate Change and Where to Go from Here,Hope Jahren,"Jahren, Hope",,"=""0525563385""","=""9780525563389""",0,4.18,Vintage,Paperback,210,2020,2020,,2020/06/03,to-read,to-read (#451),to-read,,,,0,,,0,,,,,
34566637,The Art of Game Design: A Book of Lenses,Jesse Schell,"Schell, Jesse",,"=""1138632058""","=""9781138632059""",5,4.40,A K PETERS,Paperback,610,2019,,,2020/06/03,,,read,,,,1,,,0,,,,,
4309574,Picture This: The Near-Sighted Monkey Book,Lynda Barry,"Barry, Lynda",,"=""1897299648""","=""9781897299647""",4,4.29,Drawn and Quarterly,Hardcover,204,2010,2009,,2020/06/03,,,read,,,,1,,,0,,,,,
2086132,What It Is,Lynda Barry,"Barry, Lynda",,"=""1897299354""","=""9781897299357""",4,4.13,Drawn and Quarterly,Hardcover,210,2008,2008,,2020/06/03,,,read,,,,1,,,0,,,,,
12612706,The Kobold Guide to Board Game Design,Mike Selinker,"Selinker, Mike",,"=""1936781042""","=""9781936781041""",0,4.07,Open Design,Paperback,138,2011,2011,,2020/06/03,to-read,to-read (#450),to-read,,,,0,,,0,,,,,
546374,Grammar of the Film Language,Daniel Arijon,"Arijon, Daniel",,"=""187950507X""","=""9781879505070""",0,4.15,"Silman-James Press,U.S.",Paperback,624,1991,1976,,2020/06/03,to-read,to-read (#449),to-read,,,,0,,,0,,,,,
7956693,"The Unfinished Game: Pascal, Fermat, and the Seventeenth-Century Letter that Made the World Modern",Keith Devlin,"Devlin, Keith",,"=""0465018963""","=""9780465018963""",3,3.73,Basic Books,Paperback,208,2010,2008,,2020/06/03,,,read,,,,1,,,0,,,,,
39659831,Karl Gerstner: Designing Programmes,Karl Gerstner,"Gerstner, Karl",,"=""3037785780""","=""9783037785782""",0,4.26,Lars Muller Publishers,Hardcover,120,2018,,,2020/06/03,to-read,to-read (#448),to-read,,,,0,,,0,,,,,
1504418,"The Logic of Architecture: Design, Computation, and Cognition",William J. Mitchell,"Mitchell, William J.",,"=""0262631164""","=""9780262631167""",0,3.58,MIT Press,Paperback,,1990,1990,,2020/06/03,to-read,to-read (#447),to-read,,,,0,,,0,,,,,
33958010,Pro Git,Scott Chacon,"Chacon, Scott",Ben Straub,"=""""","=""""",0,4.17,Apress,Kindle Edition,456,2014,2009,,2020/06/03,,,read,,,,1,,,0,,,,,
37494022,The Deep Learning AI Playbook: Strategy for Disruptive Artificial Intelligence,Carlos E Perez,"Perez, Carlos E",,"=""1978487525""","=""9781978487529""",0,5.00,Createspace Independent Publishing Platform,Paperback,368,2017,,,2020/06/03,to-read,to-read (#446),to-read,,,,0,,,0,,,,,
195036,Derek Jarman's Garden,Derek Jarman,"Jarman, Derek",Howard Sooley,"=""0879516410""","=""9780879516413""",4,4.49,Overlook Books,Hardcover,144,1996,1995,,2020/06/03,,,read,,,,1,,,0,,,,,
3709719,Green Thoughts: A Writer in the Garden,Eleanor Perenyi,"Perenyi, Eleanor",,"=""0394717147""","=""9780394717142""",0,4.08,Vintage,Paperback,289,1983,1981,,2020/06/03,to-read,to-read (#445),to-read,,,,0,,,0,,,,,
39346014,Henk Gerritsen: Essay on Gardening,Henk Gerritsen,"Gerritsen, Henk",,"=""9461400446""","=""9789461400444""",0,5.00,Architectura & Natura Press,Hardcover,396,2014,,,2020/06/03,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
18154047,Reinventing Fire: Bold Business Solutions for the New Energy Era,Amory Lovins,"Lovins, Amory",,"=""1603585389""","=""9781603585385""",0,4.00,Chelsea Green Publishing Company,Paperback,334,2013,2011,,2020/06/03,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
48807965,The Half-Acre Homestead: 46 Years of Building and Gardening,Lloyd Kahn,"Kahn, Lloyd",,"=""0936070811""","=""9780936070810""",0,4.15,Shelter Publications,Paperback,168,2020,,,2020/06/03,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
223403,Deschooling Society,Ivan Illich,"Illich, Ivan",,"=""0714508799""","=""9780714508795""",0,4.01,Marion Boyars Publishers Ltd,Paperback,116,2000,1971,,2020/06/03,to-read,to-read (#441),to-read,,,,0,,,0,,,,,
255127,The Fifth Discipline: The Art & Practice of The Learning Organization,Peter M. Senge,"Senge, Peter M.",,"=""0385517254""","=""9780385517256""",5,3.91,Crown Business,Paperback,464,2006,1990,,2020/06/03,,,read,,,,1,,,0,,,,,
170428,Now It Can Be Told: The Story Of The Manhattan Project,Leslie R. Groves,"Groves, Leslie R.",Edward Teller,"=""0306801892""","=""9780306801891""",0,4.07,Da Capo Press,Paperback,496,1983,1961,,2020/06/03,to-read,to-read (#440),to-read,,,,0,,,0,,,,,
8146363,Structure in Art and in Science,Gyorgy Kepes,"Kepes, Gyorgy",Ed Kepes Gyorgy,"=""0807602884""","=""9780807602881""",0,4.40,George Braziller,Hardcover,187,1965,1965,,2020/06/03,to-read,to-read (#439),to-read,,,,0,,,0,,,,,
1345947,"Module, Proportion, Symmetry, Rhythm",Gyorgy Kepes,"Kepes, Gyorgy",,"=""0807603635""","=""9780807603635""",0,4.29,George Braziller,Hardcover,,1966,1966,,2020/06/03,to-read,to-read (#438),to-read,,,,0,,,0,,,,,
51777724,Beautiful Symmetry: A Coloring Book about Math,Alex Berke,"Berke, Alex",Alex Bellos,"=""026253892X""","=""9780262538923""",0,4.67,MIT Press,Paperback,168,2020,,,2020/06/03,to-read,to-read (#437),to-read,,,,0,,,0,,,,,
29292126,Terre des hommes,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Alba Longa,"=""1502901463""","=""9781502901460""",0,4.12,CreateSpace Independent Publishing Platform,paperback,180,2014,1939,,2020/06/03,to-read,to-read (#436),to-read,,,,0,,,0,,,,,
18774849,The Smartest Kids in the World: And How They Got That Way,Amanda Ripley,"Ripley, Amanda",,"=""145165443X""","=""9781451654431""",0,4.07,Simon  Schuster,Paperback,320,2014,2013,,2020/06/03,to-read,to-read (#435),to-read,,,,0,,,0,,,,,
3990588,Rescuing Prometheus,Thomas P. Hughes,"Hughes, Thomas P.",,"=""0679411518""","=""9780679411512""",0,3.53,Pantheon,Hardcover,372,1998,1998,,2020/06/03,to-read,to-read (#434),to-read,,,,0,,,0,,,,,
72013,Code: And Other Laws Of Cyberspace,Lawrence Lessig,"Lessig, Lawrence",,"=""046503912X""","=""9780465039128""",0,3.94,Basic Books,Hardcover,320,1999,1999,,2020/06/03,to-read,to-read (#433),to-read,,,,0,,,0,,,,,
505560,"The Protocols (TCP/IP Illustrated, Volume 1)",W. Richard Stevens,"Stevens, W. Richard",,"=""0201633469""","=""9780201633467""",0,4.31,Addison-Wesley Professional,Hardcover,600,1993,1993,,2020/06/03,to-read,to-read (#432),to-read,,,,0,,,0,,,,,
851992,Ways of Worldmaking,Nelson Goodman,"Goodman, Nelson",,"=""0915144514""","=""9780915144518""",0,3.78,"Hackett Publishing Company, Inc.",Paperback,160,1978,1978,,2020/06/03,to-read,to-read (#431),to-read,,,,0,,,0,,,,,
52824295,The Making of Prince of Persia: Journals 1985-1993--Illustrated Edition,Jordan Mechner,"Mechner, Jordan",,"=""0578627310""","=""9780578627311""",0,4.23,,Hardcover,336,2020,,,2020/06/03,to-read,to-read (#430),to-read,,,,0,,,0,,,,,
1878841,Quality Software Management: Anticipating Change,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633323""","=""9780932633323""",0,4.48,"Dorset House Publishing Company, Incorporated",Hardcover,480,1997,1997,,2020/06/03,to-read,to-read (#428),to-read,,,,0,,,0,,,,,
39644249,"Out of the Crisis, Reissue",W. Edwards Deming,"Deming, W. Edwards",,"=""0262535947""","=""9780262535946""",0,3.97,MIT Press,Paperback,448,2018,1982,,2020/06/03,to-read,to-read (#429),to-read,,,,0,,,0,,,,,
1878772,Quality Software Management V 3 – Congruent Action,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633285""","=""9780932633286""",0,4.51,"Dorset House Publishing Company, Incorporated",Hardcover,328,1994,1994,,2020/06/03,to-read,to-read (#426),to-read,,,,0,,,0,,,,,
2272890,Quality Software Management V 2 – First–Order Measurement,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633242""","=""9780932633248""",0,4.44,Dorset House,Hardcover,360,1993,1993,,2020/06/03,to-read,to-read (#427),to-read,,,,0,,,0,,,,,
30211991,Incerto: Fooled by Randomness the Black Swan the Bed of Procrustes Antifragile,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0399590455""","=""9780399590450""",0,4.62,Random House Trade,Paperback,1568,2016,2011,,2020/06/03,to-read,to-read (#424),to-read,,,,0,,,0,,,,,
15599255,Introduction to Quality Engineering: Designing Quality Into Products and Processes,Genichi Taguchi,"Taguchi, Genichi",,"=""9283310837""","=""9789283310839""",0,3.71,Organization,Hardcover,191,,1986,,2020/06/03,to-read,to-read (#425),to-read,,,,0,,,0,,,,,
594968,One from Many: VISA and the Rise of Chaordic Organization,Dee Hock,"Hock, Dee",Peter M. Senge,"=""1576753328""","=""9781576753323""",0,4.13,Berrett-Koehler Publishers,Paperback,307,2005,2000,,2020/06/03,to-read,to-read (#423),to-read,,,,0,,,0,,,,,
881526,"Adaptation in Natural and Artificial Systems: An Introductory Analysis with Applications to Biology, Control, and Artificial Intelligence",John H. Holland,"Holland, John H.",,"=""0262581116""","=""9780262581110""",0,3.83,Bradford Book,Paperback,232,1992,1992,,2020/06/03,to-read,to-read (#421),to-read,,,,0,,,0,,,,,
325199,Complexity: Theory and Applications,Nam P. Suh,"Suh, Nam P.",,"=""0195178769""","=""9780195178760""",0,4.00,"Oxford University Press, USA",Hardcover,312,2005,2005,,2020/06/03,to-read,to-read (#422),to-read,,,,0,,,0,,,,,
29889476,Software Design Decoded: 66 Ways Experts Think,Marian Petre,"Petre, Marian","André van der Hoek, Yen Quach","=""0262035189""","=""9780262035187""",0,3.52,MIT Press,Hardcover,184,2016,,,2020/06/03,to-read,to-read (#419),to-read,,,,0,,,0,,,,,
179744,"The Emperor's New Mind: Concerning Computers, Minds and the Laws of Physics",Roger Penrose,"Penrose, Roger",Martin Gardner,"=""0192861980""","=""9780192861986""",0,3.89,"Oxford University Press, USA",Paperback,640,2002,1989,,2020/06/03,to-read,to-read (#420),to-read,,,,0,,,0,,,,,
67833,Extreme Programming Explained: Embrace Change (The XP Series),Kent Beck,"Beck, Kent",Cynthia Andres,"=""0321278658""","=""9780321278654""",0,4.10,Addison-Wesley Professional,Paperback,224,2004,1999,,2020/06/03,to-read,to-read (#418),to-read,,,,0,,,0,,,,,
41213491,Quantum Techniques In Stochastic Mechanics,John C. Baez,"Baez, John C.",Jacob D. Biamonte,"=""9813226935""","=""9789813226937""",0,4.50,World Scientific Publishing Co Pte Ltd,Hardcover,276,2018,2012,,2019/05/04,to-read,to-read (#393),to-read,,,,0,,,0,,,,,
19017640,The Thinker's Guide For Students On How to Study & Learn a discipline,Richard     Paul,"Paul, Richard",Linda Elder,"=""""","=""""",3,4.06,Foundation for Critical Thinking,Kindle Edition,95,2011,2002,,2017/02/07,,,read,,,,1,,,0,,,,,
18266291,Exercises in Programming Style,Cristina Videira Lopes,"Lopes, Cristina Videira",,"=""1482227371""","=""9781482227376""",0,4.33,CRC Press,Paperback,304,2014,2014,,2019/08/07,,,read,,,,1,,,0,,,,,
39102231,"Understanding Software: Max Kanat-Alexander on simplicity, coding, and how to suck less as a programmer",Max Kanat-Alexander,"Kanat-Alexander, Max",,"=""1788628810""","=""9781788628815""",0,3.47,Packt Publishing,Paperback,278,2017,,,2019/08/07,,,read,,,,1,,,0,,,,,
31195486,500 Lines Or Less,Michael DiBernardo,"DiBernardo, Michael",,"=""1329871278""","=""9781329871274""",0,3.42,Lulu.com,Paperback,478,2016,2016,,2019/08/07,,,read,,,,1,,,0,,,,,
920412,The Secret of Childhood,Maria Montessori,"Montessori, Maria",,"=""0345305833""","=""9780345305831""",0,4.19,Ballantine Books,Paperback,240,1982,1936,,2018/08/18,,,read,,,,1,,,0,,,,,
4953351,Ilias und Odyssee,Walter Jens,"Jens, Walter",,"=""3473355038""","=""9783473355037""",0,4.53,Ravensburger Buchverlag,Hardcover,92,2008,1956,,2018/08/18,,,read,,,,1,,,0,,,,,
518375,A Reverence for Wood,Eric Sloane,"Sloane, Eric",,"=""0486433943""","=""9780486433943""",0,4.46,Dover Publications,Paperback,112,2004,1965,,2018/08/18,,,read,,,,1,,,0,,,,,
1998185,Here Comes Everybody: The Power of Organizing Without Organizations,Clay Shirky,"Shirky, Clay",,"=""1594201536""","=""9781594201530""",0,3.77,Penguin Press,Hardcover,327,2008,2008,,2018/08/18,,,read,,,,1,,,0,,,,,
2363692,Inside Steve's Brain,Leander Kahney,"Kahney, Leander",,"=""1591841984""","=""9781591841982""",0,3.95,Portfolio,Hardcover,294,2008,2008,,2018/08/18,,,read,,,,1,,,0,,,,,
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",L.J. Ganser,"=""0060521996""","=""9780060521998""",0,4.03,Harper Paperbacks,Paperback,286,2003,1997,,2018/08/18,,,read,,,,1,,,0,,,,,
8044777,"Whole Earth Discipline: Why Dense Cities, Nuclear Power, Transgenic Crops, Restored Wildlands, and Geoengineering Are Necessary",Stewart Brand,"Brand, Stewart",,"=""0143118285""","=""9780143118282""",0,4.13,Penguin Group,Paperback,337,2010,2009,,2018/08/18,,,read,,,,1,,,0,,,,,
10025702,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0465025277""","=""9780465025275""",0,4.21,Basic Books,Paperback,167,2011,,,2018/08/18,,,read,,,,1,,,0,,,,,
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",0,4.14,Penguin Books,Paperback,184,2005,1985,,2018/08/18,,,read,,,,1,,,0,,,,,
6337143,Bricklin on Technology,Dan Bricklin,"Bricklin, Dan",,"=""0470402377""","=""9780470402375""",0,3.13,John Wiley & Sons,Paperback,498,2009,2009,,2018/08/18,,,read,,,,1,,,0,,,,,
38860,Convergence Culture: Where Old and New Media Collide,Henry Jenkins,"Jenkins, Henry",,"=""0814742815""","=""9780814742815""",0,3.86,New York University Press,Hardcover,368,2006,2006,,2018/08/18,,,read,,,,1,,,0,,,,,
6379692,The Tacit Dimension,Michael Polanyi,"Polanyi, Michael",Amartya Sen,"=""0226672980""","=""9780226672984""",0,4.10,University of Chicago Press,Paperback,128,2009,1966,,2018/08/18,,,read,,,,1,,,0,,,,,
937009,The Republic,Plato,"Plato, Plato",Alexander Dunlop Lindsay,"=""0679413308""","=""9780679413301""",0,3.95,Everyman's Library,Hardcover,341,1993,-375,,2018/08/18,,,read,,,,1,,,0,,,,,
99284,Aristotle for Everybody,Mortimer J. Adler,"Adler, Mortimer J.",,"=""0684838230""","=""9780684838236""",0,3.88,Touchstone,Paperback,206,1997,1978,,2018/08/18,,,read,,,,1,,,0,,,,,
1672320,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,"Feynman, Richard P.",,"=""0738201669""","=""9780738201665""",0,4.02,Perseus Books,Paperback,144,1999,1998,,2018/08/18,,,read,,,,1,,,0,,,,,
433443,"An Introduction to Information Theory: Symbols, Signals and Noise",John Robinson Pierce,"Pierce, John Robinson",,"=""0486240614""","=""9780486240619""",0,3.91,Dover Publications,Paperback,306,1980,1961,,2018/08/18,,,read,,,,1,,,0,,,,,
8325802,Letters from a Stoic,Seneca,"Seneca, Seneca",Robin Campbell,"=""""","=""""",0,4.35,Penguin,Kindle Edition,247,,64,,2018/08/18,,,read,,,,1,,,0,,,,,
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles Van Doren,"=""""","=""""",0,3.98,"Simon & Schuster, Inc",Paperback,426,1972,1940,,2018/08/18,,,read,,,,1,,,0,,,,,
11584280,How To Win Friends And Influence People,Dale Carnegie,"Carnegie, Dale",Dorothy Carnegie,"=""1439199191""","=""9781439199190""",0,4.21,Pocket Books,Paperback,276,2010,1936,,2018/08/18,,,read,,,,1,,,0,,,,,
298315,Disney Animation: The Illusion of Life,Ollie Johnston,"Johnston, Ollie","Frank Thomas, Walt Disney Company","=""""","=""""",0,4.36,"Abbeville Press Inc.,U.S.",Hardcover,576,1988,1981,,2018/08/18,,,read,,,,1,,,0,,,,,
1617424,JavaScript: The Definitive Guide: The Definitive Guide,David Flanagan,"Flanagan, David",,"=""0596000480""","=""9780596000486""",0,4.06,O'Reilly Media,Paperback,936,2001,1996,,2018/08/18,,,read,,,,1,,,0,,,,,
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",0,4.17,Simon & Schuster,Hardcover,600,2017,2017,,2018/08/18,,,read,,,,1,,,0,,,,,
3466533,The Grammar of Graphics,Leland Wilkinson,"Wilkinson, Leland",,"=""0387987746""","=""9780387987743""",0,4.16,Springer,Hardcover,408,1999,1999,,2018/08/18,,,read,,,,1,,,0,,,,,
21435909,From Mathematics to Generic Programming,Alexander A. Stepanov,"Stepanov, Alexander A.",Daniel E. Rose,"=""0321942043""","=""9780321942043""",0,4.15,Addison-Wesley Professional,Paperback,320,2014,2014,,2018/08/18,,,read,,,,1,,,0,,,,,
7039174,The Grammar of Ornament,Owen    Jones,"Jones, Owen",,"=""0517624869""","=""9780517624869""",0,4.32,Portland House,Hardcover,257,1987,1856,,2018/08/18,,,read,,,,1,,,0,,,,,
6142482,Elements of Programming,Alexander Stepanov,"Stepanov, Alexander",Paul McJones,"=""032163537X""","=""9780321635372""",0,4.00,Addison-Wesley Professional,Hardcover,262,2009,2009,,2018/08/18,,,read,,,,1,,,0,,,,,
22807777,The Study of Man,Michael Polanyi,"Polanyi, Michael",,"=""1614276560""","=""9781614276562""",0,4.06,Martino Fine Books,Paperback,104,2014,1958,,2018/08/18,,,read,,,,1,,,0,,,,,
23719358,"Mistakes Were Made (but Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",Carol Tavris,"Tavris, Carol",Elliot Aronson,"=""0544574788""","=""9780544574786""",0,4.02,Mariner Books,Paperback,400,2015,2007,,2018/08/18,,,read,,,,1,,,0,,,,,
21548215,Exploration: A Very Short Introduction,Stewart A Weaver,"Weaver, Stewart A",,"=""0199946957""","=""9780199946952""",0,3.83,"Oxford University Press, USA",Paperback,152,2015,2014,,2018/08/18,,,read,,,,1,,,0,,,,,
860315,Learning GNU Emacs,Debra Cameron,"Cameron, Debra","Marc Loy, James Elliott, Eric S. Raymond, Bill Rosenblatt","=""0596006489""","=""9780596006488""",0,3.63,O'Reilly Media,Paperback,536,2004,1991,,2018/08/18,,,read,,,,1,,,0,,,,,
1165147,John Singer Sargent,Elaine Kilmurray,"Kilmurray, Elaine",Richard Ormond,"=""069100434X""","=""9780691004341""",0,4.59,Princeton University Press,Hardcover,288,1998,1998,,2018/08/18,,,read,,,,1,,,0,,,,,
28185958,Eyes On The Street: The Life of Jane Jacobs,Robert Kanigel,"Kanigel, Robert",,"=""0307961907""","=""9780307961907""",0,3.93,Borzoi Books/Alfred A. Knopf/Penguin Random House LLC,Hardcover,512,2016,2016,,2017/09/10,,,read,,,,1,,,0,,,,,
17885844,Information Dashboard Design: Displaying Data for At-a-Glance Monitoring,Stephen Few,"Few, Stephen",,"=""1938377001""","=""9781938377006""",0,4.02,Analytics Press,Hardcover,260,2013,2010,,2017/09/10,,,read,,,,1,,,0,,,,,
31805613,Production-Ready Microservices: Building Standardized Systems Across an Engineering Organization,Susan J. Fowler,"Fowler, Susan J.",Susan Fowler,"=""1491965975""","=""9781491965979""",0,3.82,O'Reilly Media,Paperback,172,2016,2016,,2017/09/10,,,read,,,,1,,,0,,,,,
24346909,Introduction to Machine Learning with Python: A Guide for Data Scientists,Andreas C. Müller,"Müller, Andreas C.",Sarah Guido,"=""1449369413""","=""9781449369415""",0,4.35,O'Reilly Media,Paperback,400,2016,2015,,2017/09/10,,,read,,,,1,,,0,,,,,
27968891,Site Reliability Engineering: How Google Runs Production Systems,Betsy Beyer,"Beyer, Betsy","Chris     Jones, Jennifer Petoff, Niall Richard Murphy","=""149192912X""","=""9781491929124""",0,4.23,O'Reilly Media,Paperback,552,2016,2016,,2017/09/10,,,read,,,,1,,,0,,,,,
30820956,Tools of Titans,Timothy Ferriss,"Ferriss, Timothy",,"=""1328683788""","=""9781328683786""",0,4.09,Mariner Books,Hardcover,673,2016,2016,,2017/09/10,,,read,,,,1,,,0,,,,,
15378832,Study of Thinking,Jerome Bruner,"Bruner, Jerome",,"=""0471114154""","=""9780471114154""",0,4.26,John Wiley & Sons,Paperback,330,1956,1956,,2017/09/10,,,read,,,,1,,,0,,,,,
695126,Maps of the Mind,Charles Hampden-Turner,"Hampden-Turner, Charles",,"=""0020768702""","=""9780020768708""",0,4.21,Collier Books,Paperback,224,1982,1981,,2017/02/07,,,read,,,,1,,,0,,,,,
1080960,Human Universals,Donald E. Brown,"Brown, Donald E.",,"=""007008209X""","=""9780070082090""",0,3.79,,Paperback,230,,1991,,2017/02/07,,,read,,,,1,,,0,,,,,
1831736,A History of Personal Workstations,Adele Goldberg,"Goldberg, Adele",,"=""0201112590""","=""9780201112597""",0,3.60,Addison-Wesley Professional,Paperback,560,1988,1988,,2017/02/07,,,read,,,,1,,,0,,,,,
18526635,Views of Nature,Alexander von Humboldt,"Humboldt, Alexander von","Stephen T. Jackson, Laura Dassow Walls, Mark W. Person","=""0226923185""","=""9780226923185""",0,3.86,University of Chicago Press,Hardcover,344,2014,1808,,2017/02/07,,,read,,,,1,,,0,,,,,
